nom_commune,cog_commune,siren_commune,nom_prenom_maire,nuance_politique,famille_nuance
Dormelles,77161,217701614,LARGILLIÈRE Francis,NC,Non classé
Doue,77162,217701622,DELESALLE Jean-François,LNC,Non classé
Douy-La-Ramée,77163,217701630,CARON Nadine,NC,Non classé
Echouboulains,77164,217701648,VIGIER Mathias,NC,Non classé
Les Ecrennes,77165,217701655,NESTEL Gilles,NC,Non classé
Egligny,77167,217701671,LEMORE Christine,NC,Non classé
Egreville,77168,217701689,POMMIER Pascal,LNC,Non classé
Emerainville,77169,217701697,KELYOR Alain,LDVD,Droite
Esbly,77171,217701713,DELVAUX Ghislain,LDIV,Courants politiques divers
Esmans,77172,217701721,BERNARD Jean-Jacques,NC,Non classé
Etrépilly,77173,217701739,BEAUVAIS Bernadette,NC,Non classé
Everly,77174,217701747,GUERINOT Laurence,NC,Non classé
Evry-Grégy-Sur-Yerre,77175,217701754,POIRIER Daniel,LNC,Non classé
Faremoutiers,77176,217701762,CAUX Nicolas,LNC,Non classé
Favières,77177,217701770,PATU Daniel,LNC,Non classé
Faÿ-Lès-Nemours,77178,217701788,PEUTOT Christian,NC,Non classé
Féricy,77179,217701796,GERMAIN Jean-Luc,NC,Non classé
Férolles-Attilly,77180,217701804,FONTBONNE Anne-Laure,LNC,Non classé
Ferrières-En-Brie,77181,217701812,MUNCH Mireille,LNC,Non classé
La Ferté-Gaucher,77182,217701820,JOZON Michel,LDVD,Droite
La Ferté-Sous-Jouarre,77183,217701838,PEZZETTA Ugo,LDVD,Droite
Flagy,77184,217701846,DESVIGNES Philippe,NC,Non classé
Fleury-En-Bière,77185,217701853,RICHARD Alain,NC,Non classé
Fontainebleau,77186,217701861,GONDARD Julien,,
Fontaine-Fourches,77187,217701879,LAMOTTE Xavier,NC,Non classé
Fontaine-Le-Port,77188,217701887,MOTHRÉ Béatrice,LNC,Non classé
Fontains,77190,217701903,BALDY Didier Jean Pierre Louis,NC,Non classé
Fontenailles,77191,217701911,HARSCOET Ghislaine,LNC,Non classé
Fontenay-Trésigny,77192,217701929,ROSSILLI Patrick,LDVG,Gauche
Forfry,77193,217701937,BON Alain,NC,Non classé
Forges,77194,217701945,SENOBLE Romain,NC,Non classé
Fouju,77195,217701952,WOCHENMAYER Jonathan,NC,Non classé
Fresnes-Sur-Marne,77196,217701960,LEFORT Jean,NC,Non classé
Frétoy,77197,217701978,FABRE Dominique,NC,Non classé
Fromont,77198,217701986,ROISNEAU François,NC,Non classé
Fublaines,77199,217701994,COURTOIS Déborah,LNC,Non classé
Garentreville,77200,217702000,RACINET Jean-Luc,NC,Non classé
Gastins,77201,217702018,POMMIER Arnaud,NC,Non classé
La Genevraye,77202,217702026,OTLINGHAUS Pascal,NC,Non classé
Germigny-L'Evêque,77203,217702034,MARIE-MELLARE Aline,LNC,Non classé
Germigny-Sous-Coulombs,77204,217702042,ANTOINE Chantal,NC,Non classé
Gesvres-Le-Chapitre,77205,217702059,COURTIER Laurent,NC,Non classé
Giremoutiers,77206,217702067,BRODARD Yves,NC,Non classé
Gironville,77207,217702075,WATTS Marian,NC,Non classé
Gouaix,77208,217702083,FENOT Jean-Paul,LNC,Non classé
Gouvernes,77209,217702091,TORTRAT Nathalie,LNC,Non classé
La Grande-Paroisse,77210,217702109,LEDOUX Emmanuel,LNC,Non classé
Grandpuits-Bailly-Carrois,77211,217702117,BRICHET Jean Jacques,LNC,Non classé
Gravon,77212,217702125,CHANTRE Brice,NC,Non classé
Gressy,77214,217702141,GENIES Jean-Claude,NC,Non classé
Gretz-Armainvilliers,77215,217702158,GARCIA ROBIN Jean-Paul,LDVC,Centre
Grez-Sur-Loing,77216,217702166,BEDOSSA Jacques,LNC,Non classé
Grisy-Suisnes,77217,217702174,CHANUSSOT Jean-Marc,LNC,Non classé
Grisy-Sur-Seine,77218,217702182,FLON Martine,NC,Non classé
Guérard,77219,217702190,NALIS Daniel,LNC,Non classé
Guercheville,77220,217702208,AUGÉ Gilles,NC,Non classé
Guermantes,77221,217702216,MARCHAND Denis,LNC,Non classé
Guignes,77222,217702224,MEDEIROS Manuel,,
Gurcy-Le-Châtel,77223,217702232,VILLIERS Nadine,NC,Non classé
Hautefeuille,77224,217702240,CHAUVIN Joel,NC,Non classé
La Haute-Maison,77225,217702257,ANCELIN Albane,NC,Non classé
Héricy,77226,217702265,TORRES Yannick,LNC,Non classé
Hermé,77227,217702273,BOURLET Jean-Pierre,NC,Non classé
Hondevilliers,77228,217702281,DIQUAS Camille,NC,Non classé
La Houssaye-En-Brie,77229,217702299,ABITEBOUL Jean,LNC,Non classé
Ichy,77230,217702307,JACQUESSON Hervé,NC,Non classé
Isles-Les-Meldeuses,77231,217702315,MAAS Frederic,NC,Non classé
Isles-Lès-Villenoy,77232,217702323,HERVIER Frederic,LNC,Non classé
Iverny,77233,217702331,STEHLIN Olivier,NC,Non classé
Jablines,77234,217702349,BARAT Jean-Michel,NC,Non classé
Jaignes,77235,217702356,HOURDÉ Achille,NC,Non classé
Jaulnes,77236,217702364,GYARMATHY Stéphane,NC,Non classé
Jossigny,77237,217702372,MAILLARD Patrick,NC,Non classé
Jouarre,77238,217702380,VALLEE Fabien,LDVD,Droite
Jouy-Le-Châtel,77239,217702398,BACHELET Stéphane,LNC,Non classé
Jouy-Sur-Morin,77240,217702406,ROUSSEAU Michael,LNC,Non classé
Juilly,77241,217702414,HAQUIN Daniel,LNC,Non classé
Jutigny,77242,217702422,GENON Fabrice,NC,Non classé
Lagny-Sur-Marne,77243,217702430,MICHEL Jean-Paul,LDVC,Centre
Larchant,77244,217702448,MEVEL Vincent,NC,Non classé
Laval-En-Brie,77245,217702455,BONIFACIO Jérôme,NC,Non classé
Léchelle,77246,217702463,LEGRAND Martine,NC,Non classé
Lescherolles,77247,217702471,ROBERT Patrick,NC,Non classé
Lesches,77248,217702489,GIBERT Christine,NC,Non classé
Lésigny,77249,217702497,PAPIN Michel,LDVD,Droite
Leudon-En-Brie,77250,217702505,LECOQ Claude,NC,Non classé
Lieusaint,77251,217702513,BISSON Michel,LSOC,Gauche
Limoges-Fourches,77252,217702521,CHARPENTIER Philippe,NC,Non classé
Lissy,77253,217702539,LECINSE Jean-Claude,NC,Non classé
Liverdy-En-Brie,77254,217702547,MARCELOT Hugues,LNC,Non classé
Livry-Sur-Seine,77255,217702554,DAGRON Régis,LNC,Non classé
Lizines,77256,217702562,FRAPPAT Didier,NC,Non classé
Lizy-Sur-Ourcq,77257,217702570,GILLE Maxence,LDIV,Courants politiques divers
Lognes,77258,217702588,DELAUNAY Nicolas,,
Longperrier,77259,217702596,MOUTON Michel,LNC,Non classé
Longueville,77260,217702604,FORTIN Philippe,LNC,Non classé
Lorrez-Le-Bocage-Préaux,77261,217702612,BOYER Yves,LNC,Non classé
Louan-Villegruis-Fontaine,77262,217702620,DANE James,NC,Non classé
Luisetaines,77263,217702638,FORGET Michel,NC,Non classé
Lumigny-Nesles-Ormeaux,77264,217702646,LEVAILLANT Pascale,LNC,Non classé
Luzancy,77265,217702653,CANINI Joëlle,,
Machault,77266,217702661,POTEAU Christian,NC,Non classé
La Madeleine-Sur-Loing,77267,217702679,HYEST Jean-Jacques,NC,Non classé
Magny-Le-Hongre,77268,217702687,FLAMENT-BJARSTAL Véronique,LDVD,Droite
Maincy,77269,217702695,PLAISANCE Alain,,
Maisoncelles-En-Brie,77270,217702703,THOMAS Cédric,NC,Non classé
Maisoncelles-En-Gâtinais,77271,217702711,GARLAND Maurice,NC,Non classé
Maison-Rouge,77272,217702729,CAUMARTIN Pierre,NC,Non classé
Marchémoret,77273,217702737,DURAND Jean-Louis,NC,Non classé
Marcilly,77274,217702745,DUCHESNE Dominique,NC,Non classé
Les Marêts,77275,217702752,COGNYL Gérard,NC,Non classé
Mareuil-Lès-Meaux,77276,217702760,SURAY Emilie,,
Marles-En-Brie,77277,217702778,POISOT Patrick,LNC,Non classé
Marolles-En-Brie,77278,217702786,GUILLETTE Christine,NC,Non classé
Marolles-Sur-Seine,77279,217702794,POIREAU Julien,,
Mary-Sur-Marne,77280,217702802,PARIGI Yves,LNC,Non classé
Mauperthuis,77281,217702810,CARLIER Dominique,NC,Non classé
Mauregard,77282,217702828,LATOUR Madeleine,NC,Non classé
May-En-Multien,77283,217702836,FORESTIER Alain,NC,Non classé
Meaux,77284,217702844,COPE Jean-François,LLR,Droite
Le Mée-Sur-Seine,77285,217702851,VERNIN Franck,LUDI,Centre
Meigneux,77286,217702869,SAMSON Véronique,NC,Non classé
Meilleray,77287,217702877,BERTIN Jean-Pierre,NC,Non classé
Melun,77288,217702885,MEBAREK Kadir,,
Melz-Sur-Seine,77289,217702893,MASSON Laure,NC,Non classé
Méry-Sur-Marne,77290,217702901,FRADE Isabel,NC,Non classé
Le Mesnil-Amelot,77291,217702919,AUBRY Alain,LNC,Non classé
Messy,77292,217702927,NETO Carlos,,
Misy-Sur-Yonne,77293,217702935,JACQUIER Monique,NC,Non classé
Mitry-Mory,77294,217702943,BLANDIOT-FARIDE Charlotte,LUG,Gauche
Moisenay,77295,217702950,VAROQUI Geneviève,LNC,Non classé
Moissy-Cramayel,77296,217702968,MAGNE Line,LSOC,Gauche
Mondreville,77297,217702976,CHAUSSY Patrick,NC,Non classé
Mons-En-Montois,77298,217702984,DEMAEGDT Bruno,NC,Non classé
Montceaux-Lès-Meaux,77300,217703008,VYT Vincent,,
Montceaux-Lès-Provins,77301,217703016,ARTHUR Olivier,NC,Non classé
Montcourt-Fromonville,77302,217703024,LABELLE Maxime,,
Montdauphin,77303,217703032,DE VESTELE Philippe,NC,Non classé
Montenils,77304,217703040,LEFEBVRE Paul,NC,Non classé
Montereau-Fault-Yonne,77305,217703057,CHÉRON James,LUDI,Centre
Montereau-Sur-Le-Jard,77306,217703065,HUS Christian,NC,Non classé
Montévrain,77307,217703073,ROBACHE Christian,LDVC,Centre
Montgé-En-Goële,77308,217703081,HIRAUX Pascal,NC,Non classé
Monthyon,77309,217703099,DECUYPÈRE Claude,LNC,Non classé
Montigny-Le-Guesdier,77310,217703107,SIVANNE Evelyne,NC,Non classé
Montigny-Lencoup,77311,217703115,DENORMANDIE Roger,LNC,Non classé
Montigny-Sur-Loing,77312,217703123,MONCHECOURT Sylvie,LNC,Non classé
Montmachoux,77313,217703131,JACQUES Patrick,NC,Non classé
Montolivet,77314,217703149,MOINIER Lionel,NC,Non classé
Montry,77315,217703156,SCHMIT Francoise,LDVD,Droite
Moret-Loing-Et-Orvanne,77316,200073039,ZAKEOSSIAN Dikran,LDVG,Gauche
Mormant,77317,217703172,NICOT Pierre-Yves,LDVD,Droite
Mortcerf,77318,217703180,BOUVIER Christian,LNC,Non classé
Mortery,77319,217703198,BOUVRAIN Xavier,NC,Non classé
Mouroux,77320,217703206,SAINT-MARTIN Michel,LDVG,Gauche
Mousseaux-Lès-Bray,77321,217703214,FLAMEY Francis,NC,Non classé
Moussy-Le-Neuf,77322,217703222,RIGAULT Bernard,LNC,Non classé
Moussy-Le-Vieux,77323,217703230,LANNETTE-CLAVERIE Damien,,
Mouy-Sur-Seine,77325,217703255,CARRASCO Gérard,NC,Non classé
Nandy,77326,217703263,RÉTHORÉ René,LSOC,Gauche
Nangis,77327,217703271,LE BOUTER Nolwenn,LLR,Droite
Nanteau-Sur-Essonne,77328,217703289,MAUXION Olivier,NC,Non classé
Nanteau-Sur-Lunain,77329,217703297,GUIMARD Jean-François,NC,Non classé
Nanteuil-Lès-Meaux,77330,217703305,SARAZIN Régis,LDVD,Droite
Nanteuil-Sur-Marne,77331,217703313,VIVET Emmanuel,NC,Non classé
Nantouillet,77332,217703321,URBANIAK Yannik,NC,Non classé
Nemours,77333,217703339,LACROUTE Valérie,LLR,Droite
Chauconin-Neufmontiers,77335,217703354,LEAL Marie,,
Neufmoutiers-En-Brie,77336,217703362,POUILLOT Ludovic,LNC,Non classé
Noisiel,77337,217703370,VISKOVIC Mathieu,LUG,Gauche
Noisy-Rudignon,77338,217703388,ZEIGNEUR Gilles,NC,Non classé
Noisy-Sur-Ecole,77339,217703396,BOURNERY Christian,LNC,Non classé
Nonville,77340,217703404,BELLIOT Jean Claude,NC,Non classé
Noyen-Sur-Seine,77341,217703412,CAPMARTY André,NC,Non classé
Obsonville,77342,217703420,BRIDET Hélène,NC,Non classé
Ocquerre,77343,217703438,GAUTIER Bruno,NC,Non classé
Oissery,77344,217703446,RAGON Jean-Louis,LNC,Non classé
Orly-Sur-Morin,77345,217703453,LEGROS Lionel,NC,Non classé
Les Ormes-Sur-Voulzie,77347,217703479,MAURY Yannick,NC,Non classé
Ormesson,77348,217703487,POURSIN Alain,NC,Non classé
Othis,77349,217703495,DIDIER Viviane,,
Ozoir-La-Ferrière,77350,217703503,ONETO Jean-François,LLR,Droite
Ozouer-Le-Voulgis,77352,217703529,CHAMPIN Gérard,,
Paley,77353,217703537,COCHIN Michel,NC,Non classé
Pamfou,77354,217703545,PRIOUX Pierre-François,NC,Non classé
Paroy,77355,217703552,GAUTRY Jean-Claude,NC,Non classé
Passy-Sur-Seine,77356,217703560,BENOIT Florence,NC,Non classé
Pécy,77357,217703578,GAINAND Bruno,NC,Non classé
Penchard,77358,217703586,ROUQUETTE Marc,LNC,Non classé
Perthes,77359,217703594,LARCHÉ Fabrice,LNC,Non classé
Pézarches,77360,217703602,DENAMIEL Alexandre,NC,Non classé
Pierre-Levée,77361,217703610,DESWARTE Philippe,NC,Non classé
Le Pin,77363,217703636,WALLEZ Lydie,LNC,Non classé
Le Plessis-Aux-Bois,77364,217703644,PROFFIT Cyril,NC,Non classé
Le Plessis-Feu-Aussoux,77365,217703651,PERIGAULT Isabelle,NC,Non classé
Le Plessis-L'Evêque,77366,217703669,VECTEN Pascal,NC,Non classé
Le Plessis-Placy,77367,217703677,BENOIST Charles-Auguste,NC,Non classé
Poigny,77368,217703685,BONICI Claude,NC,Non classé
Poincy,77369,217703693,BERTHELIN Daniel,NC,Non classé
Poligny,77370,217703701,GENEVIEVE Gérard,NC,Non classé
Pommeuse,77371,217703719,DE CLERCK Christophe,LNC,Non classé
Pomponne,77372,217703727,BRUNET Arnaud,LDVC,Centre
Pontault-Combault,77373,217703735,BORD Gilles,LDVG,Gauche
Pontcarré,77374,217703743,SALVAGGIO Tony,LNC,Non classé
Précy-Sur-Marne,77376,217703768,AUGRY Christine Lyna,NC,Non classé
Presles-En-Brie,77377,217703776,RODRIGUEZ Dominique,LNC,Non classé
Pringy,77378,217703784,CHOMAUDON Eric,LNC,Non classé
Provins,77379,217703792,LAVENKA Olivier,LLR,Droite
Puisieux,77380,217703800,GARNIER Jérôme,NC,Non classé
Quiers,77381,217703818,BRUN Davy,NC,Non classé
Quincy-Voisins,77382,217703826,LEMAIRE Denis,,
Rampillon,77383,217703834,COUPAS Sébastien,NC,Non classé
Réau,77384,217703842,AUZET Alain,LNC,Non classé
Rebais,77385,217703859,CARRÉ Benoît,,
Recloses,77386,217703867,RISCO Sonia,NC,Non classé
Remauville,77387,217703875,PÉNIFAURE Catherine,NC,Non classé
Reuil-En-Brie,77388,217703883,ROMANOW Patrick,NC,Non classé
La Rochette,77389,217703891,YVROUD Pierre,LNC,Non classé
Roissy-En-Brie,77390,217703909,BOUCHART François,LDVC,Centre
Rouilly,77391,217703917,VOISEMBERT Pierre,NC,Non classé
Rouvres,77392,217703925,JOURNAUX Eric,NC,Non classé
Rozay-En-Brie,77393,217703933,PERCIK Patrick,LNC,Non classé
Rubelles,77394,217703941,LEFEBVRE Françoise,LNC,Non classé
Rumont,77395,217703958,REZGALLAH Mehdi,NC,Non classé
Rupéreux,77396,217703966,BLANCHARD Flavien,NC,Non classé
Saâcy-Sur-Marne,77397,217703974,VEYSSET Katy,LNC,Non classé
Sablonnières,77398,217703982,DEMAISON Frédérique,NC,Non classé
Saint-Augustin,77400,217704006,HOUDAYER Sébastien Serge,LNC,Non classé
Sainte-Aulde,77401,217704014,STANISLAS Marie-Noelle,NC,Non classé
Saint-Barthélemy,77402,217704022,ROCH Michel,NC,Non classé
Saint-Brice,77403,217704030,LANGLET Bernard René,NC,Non classé
Sainte-Colombe,77404,217704048,BALDUCCI Alain,LNC,Non classé
Saint-Cyr-Sur-Morin,77405,217704055,THÉODOSE-POMA Edith,LNC,Non classé
Saint-Denis-Lès-Rebais,77406,217704063,LE CORRE Raymond,NC,Non classé
Saint-Fargeau-Ponthierry,77407,217704071,FELIX-BORON Séverine,LDVG,Gauche
Saint-Fiacre,77408,217704089,LOURDELET David,NC,Non classé
Saint-Germain-Laval,77409,217704097,MARTIN Olivier,LNC,Non classé
Saint-Germain-Laxis,77410,217704105,DELPORTE Willy,NC,Non classé
Saint-Germain-Sous-Doue,77411,217704113,SEVESTRE Yvan,NC,Non classé
Saint-Germain-Sur-Ecole,77412,217704121,HELIE Jean,NC,Non classé
Saint-Germain-Sur-Morin,77413,217704139,GOUROVITCH Gérard,LDVD,Droite
Saint-Hilliers,77414,217704147,GALLOIS Catherine,NC,Non classé
Saint-Jean-Les-Deux-Jumeaux,77415,217704154,MIFFRE-PERETTI Laurence,LNC,Non classé
Saint-Just-En-Brie,77416,217704162,DROMIGNY Sébastien,NC,Non classé
Saint-Léger,77417,217704170,GUIGNIER Marie-France,NC,Non classé
Saint-Loup-De-Naud,77418,217704188,DAL PAN Gilbert,NC,Non classé
Saint-Mammès,77419,217704196,SURIER Joël,LNC,Non classé
Saint-Mard,77420,217704204,DOMETZ Daniel,LLR,Droite
Saint-Mars-Vieux-Maisons,77421,217704212,PETTINGER Patrick,NC,Non classé
Saint-Martin-Des-Champs,77423,217704238,SALAÜN Philippe,NC,Non classé
Saint-Martin-Du-Boschet,77424,217704246,LEFEVRE Christophe,NC,Non classé
Saint-Martin-En-Bière,77425,217704253,FEMENIA Véronique,NC,Non classé
Saint-Méry,77426,217704261,KUBIAK Françoise,NC,Non classé
Saint-Mesmes,77427,217704279,STADLER Alfred,NC,Non classé
Saint-Ouen-En-Brie,77428,217704287,GUILLO Yannick,NC,Non classé
Saint-Ouen-Sur-Morin,77429,217704295,VIBERT Nathalie,NC,Non classé
Saint-Pathus,77430,217704303,DANTEC Benoit,,
Saint-Pierre-Lès-Nemours,77431,217704311,LANDAIS Bruno,LDVD,Droite
Saint-Rémy-De-La-Vanne,77432,217704329,HERBETTE Régine,NC,Non classé
Beautheil-Saints,77433,200081628,JACOTIN Bernard,LNC,Non classé
Saint-Sauveur-Lès-Bray,77434,217704345,JAMBUT Gerard,NC,Non classé
Saint-Sauveur-Sur-Ecole,77435,217704352,BAGUET Christophe,LNC,Non classé
Saint-Siméon,77436,217704360,CHABRILLANGES Renée,NC,Non classé
Saint-Soupplets,77437,217704378,DEVAUCHELLE Stéphane,LNC,Non classé
Saint-Thibault-Des-Vignes,77438,217704386,VOURIOT Sinclair,LDVD,Droite
Salins,77439,217704394,BENARD Georges,LNC,Non classé
Sammeron,77440,217704402,VUILLAUME Didier,LNC,Non classé
Samois-Sur-Seine,77441,217704410,CHARIAU Michel,LNC,Non classé
Samoreau,77442,217704428,GOUHOURY Pascal,LNC,Non classé
Sancy,77443,217704436,DUPORT Vincentjeanroger,,
Sancy-Lès-Provins,77444,217704444,GALAND Yvette,NC,Non classé
Savigny-Le-Temple,77445,217704451,PICHERY Marie-Line,LSOC,Gauche
Savins,77446,217704469,CHAIGNEAU Jean-Louis,NC,Non classé
Seine-Port,77447,217704477,PAUL-PETIT Vincent,LNC,Non classé
Sept-Sorts,77448,217704485,ARNOULT François,NC,Non classé
Serris,77449,217704493,DESCROUET Philippe,LUDI,Centre
Servon,77450,217704501,VILLAÇA Marcel,LNC,Non classé
Signy-Signets,77451,217704519,FOURMY Philippe,NC,Non classé
Sigy,77452,217704527,VERBRUGGE Christophe,NC,Non classé
Sivry-Courtry,77453,217704535,HELLIAS Aline,LNC,Non classé
Sognolles-En-Montois,77454,217704543,RICHARD Gisèle,NC,Non classé
Soignolles-En-Brie,77455,217704550,BARBERI Serge,LNC,Non classé
Soisy-Bouy,77456,217704568,SOTTIEZ Jean-Patrick,NC,Non classé
Solers,77457,217704576,GROSLEVIN Gilles,LNC,Non classé
Souppes-Sur-Loing,77458,217704584,BABUT Pierre,LDVC,Centre
Sourdun,77459,217704592,TORPIER Eric,LNC,Non classé
Tancrou,77460,217704600,TRONCHE Christian,NC,Non classé
Thénisy,77461,217704618,DE RYCKE Régis,NC,Non classé
Thieux,77462,217704626,CUYPERS Fabrice,NC,Non classé
Thomery,77463,217704634,MICHEL Bruno,LNC,Non classé
Thorigny-Sur-Marne,77464,217704642,DA SILVA Manuel Luis,LDVC,Centre
Thoury-Férottes,77465,217704659,ROY Yves,NC,Non classé
Tigeaux,77466,217704667,POISSON Francis,NC,Non classé
La Tombe,77467,217704675,CHAUVIN Marc,NC,Non classé
Torcy,77468,217704683,LE LAY-FELZINE Guillaume,LUG,Gauche
Touquin,77469,217704691,CHEVRINAIS Sophie,LNC,Non classé
Tournan-En-Brie,77470,217704709,GAUTIER Laurent,LDVG,Gauche
Tousson,77471,217704717,GOUÉ Michaël,NC,Non classé
La Trétoire,77472,217704725,DERVIN José,NC,Non classé
Treuzy-Levelay,77473,217704733,PILLOT Patricia,NC,Non classé
Trilbardou,77474,217704741,JALA Romuald,NC,Non classé
Trilport,77475,217704758,MORER Jean-Michel,LDVG,Gauche
Trocy-En-Multien,77476,217704766,ROUSSEAU Arnaud,NC,Non classé
Ury,77477,217704774,POMMERET Jean-Philippe,NC,Non classé
Ussy-Sur-Marne,77478,217704782,HORDE Pierre,LNC,Non classé
Vaires-Sur-Marne,77479,217704790,JARDIN Edmonde,LDVC,Centre
Valence-En-Brie,77480,217704808,RACINE Pierre-Marie-Robert,NC,Non classé
Vanvillé,77481,217704816,LABATUT Jean-Luc,NC,Non classé
Varennes-Sur-Seine,77482,217704824,RUIZ José,LNC,Non classé
Varreddes,77483,217704832,MESSANT Francis,,
Vaucourtois,77484,217704840,MICHON Maryse,NC,Non classé
Le Vaudoué,77485,217704857,CALMY Michel,NC,Non classé
Vaudoy-En-Brie,77486,217704865,L'ECUYER Béatrice,NC,Non classé
Vaux-Le-Pénil,77487,217704873,DE MEYRIGNAC Henri,LDVG,Gauche
Vaux-Sur-Lunain,77489,217704899,CHIANESE Vincent,NC,Non classé
Vendrest,77490,217704907,CHESNÉ Francis,NC,Non classé
Verdelot,77492,217704923,PARRUITTE André,NC,Non classé
Verneuil-L'Etang,77493,217704931,CIBIER Christian,LNC,Non classé
Vernou-La-Celle-Sur-Seine,77494,217704949,MOMON Alain,LNC,Non classé
Vert-Saint-Denis,77495,217704956,BAREILLE Eric,LSOC,Gauche
Vieux-Champagne,77496,217704964,MEDJANI Nadia,NC,Non classé
Vignely,77498,217704980,PIAT Jean,NC,Non classé
Villebéon,77500,217705003,PLE Francis,NC,Non classé
Villecerf,77501,217705011,DEYSSON François,NC,Non classé
Villemaréchal,77504,200086478,KLEIN Laurence,LNC,Non classé
Villemareuil,77505,217705052,TASSIN Didier,NC,Non classé
Villemer,77506,217705060,BEAUFRETON Franck,NC,Non classé
Villenauxe-La-Petite,77507,217705078,POULAIN Michel,NC,Non classé
Villeneuve-Le-Comte,77508,217705086,CHEVALIER Daniel,LNC,Non classé
Villeneuve-Les-Bordes,77509,217705094,CHARLES-ROOS Sabine,,
Villeneuve-Saint-Denis,77510,217705102,PHARISIEN Peggy,NC,Non classé
Villeneuve-Sous-Dammartin,77511,217705110,GAUTIER Isabelle,NC,Non classé
Villeneuve-Sur-Bellot,77512,217705128,LAPLAIGE Jean-Claude,LNC,Non classé
Villenoy,77513,217705136,HUDE Emmanuel,LDIV,Courants politiques divers
Villeparisis,77514,217705144,BOUCHE Frederic,LUG,Gauche
Ville-Saint-Jacques,77516,217705169,PERADON Philippe,NC,Non classé
Villevaudé,77517,217705177,MARCEAUX Nicolas,LNC,Non classé
Villiers-En-Bière,77518,217705185,TRUCHON Alain,NC,Non classé
Villiers-Saint-Georges,77519,217705193,PITA Tony,LNC,Non classé
Villiers-Sous-Grez,77520,217705201,MASSON Thierry,NC,Non classé
Villiers-Sur-Morin,77521,217705219,AULIAC Caroline,,
Villiers-Sur-Seine,77522,217705227,GRANERO Agnes,NC,Non classé
Villuis,77523,217705235,PACHOT Joel,NC,Non classé
Vimpelles,77524,217705243,DELATTRE Nadine,NC,Non classé
Vinantes,77525,217705250,PELLETIER Yves,NC,Non classé
Vincy-Manoeuvre,77526,217705268,DUROUCHOUX Gilles,NC,Non classé
Voinsles,77527,217705276,RIETSCH Evelyne,NC,Non classé
Voisenon,77528,217705284,AGUIN Julien,LNC,Non classé
Voulangis,77529,217705292,MOLET Franz,LNC,Non classé
Voulton,77530,217705300,SIMONY Jacques,NC,Non classé
Voulx,77531,217705318,LECOSNIER Sylvain,,
Vulaines-Lès-Provins,77532,217705326,DE BISSCHOP Bertrand,NC,Non classé
Vulaines-Sur-Seine,77533,217705334,CHADAILLAT Patrick,LNC,Non classé
Yèbles,77534,217705342,TAMATA-VARIN Marieme,NC,Non classé
Ablis,78003,217800036,SIRET Jean-François,LNC,Non classé
Achères,78005,217800051,HONORE Marc,LDVD,Droite
Adainville,78006,217800069,RAIMONDO Jean-Marc,NC,Non classé
Aigremont,78007,217800077,BENOUDIZ Samuel,LNC,Non classé
Allainville,78009,217800093,QUINTON Gilles,NC,Non classé
Les Alluets-Le-Roi,78010,217800101,HOULLIER Véronique,LNC,Non classé
Andelu,78013,217800135,RAVENEL Olivier,NC,Non classé
Andrésy,78015,217800150,WASTL Lionel,LVEC,Gauche
Arnouville-Lès-Mantes,78020,217800200,BOUTON Rémy,NC,Non classé
Aubergenville,78029,217800291,LÉCOLE Gilles,LDVD,Droite
Auffargis,78030,217800309,BONTE Daniel,LNC,Non classé
Auffreville-Brasseuil,78031,217800317,ANCELOT Serge,NC,Non classé
Aulnay-Sur-Mauldre,78033,217800333,CHARBIT Jean-Christophe,LNC,Non classé
Auteuil,78034,217800341,CHAVILLON Marie-Christine,NC,Non classé
Autouillet,78036,217800366,LÉNARD Françoise,NC,Non classé
Bailly,78043,217800432,ALEXIS Jacques,LDVD,Droite
Bazainville,78048,217800481,FÉRÉDIE Daniel,LNC,Non classé
Bazemont,78049,217800499,HETZEL Jean-Bernard,LNC,Non classé
Bazoches-Sur-Guyonne,78050,217800507,NICCO Dominique,NC,Non classé
Béhoust,78053,217800531,PELISSIER Guy,NC,Non classé
Bennecourt,78057,217800572,DUMONT Didier,LNC,Non classé
Beynes,78062,217800622,REVEL Yves,LDVG,Gauche
Blaru,78068,217800689,ROLLIN Joëlle,NC,Non classé
Boinville-En-Mantois,78070,217800705,MAUREY Daniel,NC,Non classé
Boinville-Le-Gaillard,78071,217800713,FLORES Jean-Louis,NC,Non classé
Boinvilliers,78072,217800721,NEDELLEC Jacques,NC,Non classé
Bois-D'Arcy,78073,217800739,BENASSAYA Philippe,LDVD,Droite
Boissets,78076,217800762,MAILLIER Thierry,NC,Non classé
La Boissière-Ecole,78077,217800770,GAILLOT Anne-Françoise,NC,Non classé
Boissy-Mauvoisin,78082,217800820,GAGNE Alain,NC,Non classé
Boissy-Sans-Avoir,78084,217800846,CORBY Grégoire,NC,Non classé
Bonnelles,78087,217800879,COUËDOR Nathalie,,
Bonnières-Sur-Seine,78089,217800895,POMMIER Jean-Marc,LDVG,Gauche
Bouafle,78090,217800903,OLIVIER Sabine,LNC,Non classé
Bougival,78092,217800929,WATTELLE Luc,LDVD,Droite
Bourdonné,78096,217800960,ROULAND Sylvain,NC,Non classé
Breuil-Bois-Robert,78104,217801042,MOISAN Bernard,NC,Non classé
Bréval,78107,217801075,NAVELLO Thierry,LNC,Non classé
Les Bréviaires,78108,217801083,FORMENTY Jacques,LNC,Non classé
